iter	MultiClass
716	0.01529085889
717	0.01526761591
718	0.01524302221
719	0.01522319702
720	0.01519934176
721	0.01517565594
722	0.01515183874
723	0.01512582863
724	0.01510217132
725	0.01508142651
726	0.01505761014
727	0.01503007909
728	0.01500661648
729	0.01498528732
730	0.01496159214
731	0.01493797527
732	0.01491760483
733	0.01488997508
734	0.01486987864
735	0.01482523319
736	0.01480356901
737	0.01478455595
738	0.01476346518
739	0.01473932837
740	0.01471719918
741	0.01469321128
742	0.01467334579
743	0.01464938592
744	0.01462903467
745	0.01461188095
746	0.01458761193
747	0.01456742747
748	0.01454585686
749	0.0145258687
750	0.01449468739
751	0.01447260505
752	0.01445193604
753	0.01442027059
754	0.01440053185
755	0.01438084953
756	0.01435765165
757	0.01433774649
758	0.01432060129
759	0.01429562451
760	0.01427910842
761	0.01425738138
762	0.01422880212
763	0.01420302159
764	0.01418257767
765	0.01416348062
766	0.01414227065
767	0.01412328538
768	0.01410257165
769	0.01408584729
770	0.0140646918
771	0.01404628748
772	0.01401632505
773	0.01399303162
774	0.01397315095
775	0.01395471626
776	0.01393037811
777	0.01391211379
778	0.01388850524
779	0.01386647858
780	0.01384974025
781	0.01382433623
782	0.01380759109
783	0.01378616272
784	0.01376536467
785	0.01374549096
786	0.01372391126
787	0.01370665722
788	0.01368901122
789	0.01366838299
790	0.01364662699
791	0.01362779798
792	0.01361207878
793	0.01359594325
794	0.01357908088
795	0.01355174089
796	0.01353420533
797	0.01351828221
798	0.01350035787
799	0.01347860311
800	0.01346202511
801	0.01344571599
802	0.01342650123
803	0.01340106081
804	0.01338328323
805	0.01336568005
806	0.01334789445
807	0.01332671698
808	0.01330157302
809	0.01328382229
810	0.0132552957
811	0.01323740759
812	0.01322140883
813	0.01320268121
814	0.01318578361
815	0.01316893615
816	0.0131486769
817	0.01313066215
818	0.01311492752
819	0.01309803509
820	0.01308327517
821	0.01306399238
822	0.01304650138
823	0.01302891468
824	0.01301137898
825	0.01299459303
826	0.01297750233
827	0.01295852059
828	0.01294117632
829	0.01292149375
830	0.01290556558
831	0.01288744582
832	0.01287043043
833	0.01285390578
834	0.01284009538
835	0.01282436397
836	0.01280805996
837	0.01278493746
838	0.01277007505
839	0.01275459022
840	0.01273837634
841	0.01272289017
842	0.01270260891
843	0.01268578651
844	0.01266928943
845	0.01265397122
846	0.01264010061
847	0.01262245366
848	0.01260950149
849	0.01259196268
850	0.01257543388
851	0.01255909764
852	0.0125414668
853	0.01252445693
854	0.01251120207
855	0.01249531895
856	0.01248212798
857	0.01246663654
858	0.0124502493
859	0.01242732873
860	0.01241410153
861	0.01239829593
862	0.01238226378
863	0.0123676197
864	0.01234885649
865	0.01233308832
866	0.01232036601
867	0.01230586973
868	0.01229200577
869	0.01227294423
870	0.01226034592
871	0.01224363262
872	0.01222931675
873	0.01221505653
874	0.01219858309
875	0.01218319731
876	0.01216909744
877	0.01215468917
878	0.01214178839
879	0.01212611302
880	0.01211180904
881	0.01209954153
882	0.01208426268
883	0.01206048323
884	0.01204515849
885	0.01202734613
886	0.01201324869
887	0.01199406882
888	0.01198035582
889	0.01196424206
890	0.01194929689
891	0.0119362155
892	0.01192008945
893	0.01190627744
894	0.01189418325
895	0.01188181797
896	0.01186010628
897	0.01184833552
898	0.01183491244
899	0.01182092597
900	0.01180853025
901	0.01179400198
902	0.01178070285
903	0.01176901112
904	0.01175487041
905	0.01173909849
906	0.01172610726
907	0.01171365081
908	0.01169437331
909	0.01167942975
910	0.01166517772
911	0.01164795104
912	0.01163096972
913	0.01161952671
914	0.01160638594
915	0.01159104727
916	0.01157874068
917	0.01156196316
918	0.01154822527
919	0.01153481146
920	0.01152095871
921	0.01150826229
922	0.01149444727
923	0.01148305691
924	0.01147070345
925	0.01145808278
926	0.01144439205
927	0.01143068788
928	0.01141646614
929	0.01140625039
930	0.01139276312
931	0.0113825939
932	0.01136967809
933	0.01135501667
934	0.01134021363
935	0.0113276423
936	0.01131343336
937	0.01129847271
938	0.01128533614
939	0.01127419477
940	0.0112617735
941	0.01124824612
942	0.01122755626
943	0.01121467622
944	0.01120165429
945	0.01118584094
946	0.01117521747
947	0.01116048955
948	0.01114836515
949	0.01113784581
950	0.0111203826
951	0.01111002163
952	0.01109729089
953	0.01108361736
954	0.0110691143
955	0.01105625722
956	0.01104503997
957	0.01103135553
958	0.0110173009
959	0.0110023593
960	0.01099029788
961	0.01097972156
962	0.01096767657
963	0.01095801442
964	0.01094577692
965	0.01093376184
966	0.01092181529
967	0.01090931877
968	0.01089738417
969	0.0108849447
970	0.01086911498
971	0.01085776716
972	0.0108448892
973	0.01083244963
974	0.01081756737
975	0.01080244106
976	0.01078624257
977	0.01077610601
978	0.01076370018
979	0.01074901618
980	0.0107393331
981	0.01072834545
982	0.01071654829
983	0.01070439428
984	0.01069321468
985	0.01068033153
986	0.01066961358
987	0.01065980922
988	0.01064503147
989	0.01062797644
990	0.01061378618
991	0.01060172118
992	0.01058330189
993	0.0105697513
994	0.01055428328
995	0.01054359133
996	0.01053290842
997	0.01052062712
998	0.01051091831
999	0.01049986682
