iter	MultiClass
0	1.855719302
1	1.754177069
2	1.690525722
3	1.628794811
4	1.566859717
5	1.512770691
6	1.461714165
7	1.421897293
8	1.373509751
9	1.333975221
10	1.294931548
11	1.240252231
12	1.187535445
13	1.134587614
14	1.082839902
15	1.050337752
16	1.0200716
17	0.9793605727
18	0.9546821472
19	0.9175684142
20	0.8852750072
21	0.8695657271
22	0.8490842526
23	0.8158876838
24	0.7902482221
25	0.7738555153
26	0.7528790934
27	0.7376348342
28	0.7180260997
29	0.6977070521
30	0.676081787
31	0.6614891698
32	0.6412155249
33	0.6275994954
34	0.6124887955
35	0.5958677397
36	0.5859426736
37	0.5778720647
38	0.567692817
39	0.5550505319
40	0.5401317788
41	0.5281535609
42	0.5179111263
43	0.5084576886
44	0.4932380399
45	0.4850394712
46	0.473588997
47	0.4652097358
48	0.4571418333
49	0.4482212025
50	0.4407632563
51	0.4273755063
52	0.4200115804
53	0.4113670082
54	0.403697152
55	0.3955492436
56	0.3875759982
57	0.3822170992
58	0.3746531932
59	0.3665296859
60	0.3598435187
61	0.3542353227
62	0.348254155
63	0.3429381632
64	0.33601826
65	0.3309837309
66	0.3272008485
67	0.3213821344
68	0.3153397837
69	0.3079452126
70	0.3025506214
71	0.2976333375
72	0.2945749763
73	0.2894641565
74	0.2853591805
75	0.279231677
76	0.2745563301
77	0.2683029693
78	0.264659199
79	0.2611415332
80	0.2568069046
81	0.2524111213
82	0.248715025
83	0.2450897554
84	0.2401451198
85	0.2363784278
86	0.2317937289
87	0.2282899595
88	0.2250070247
89	0.2208222625
90	0.2173807901
91	0.2148189472
92	0.2117501985
93	0.2091003431
94	0.2060311842
95	0.2031707062
96	0.2004661308
97	0.197640748
98	0.1948727082
99	0.1919600893
100	0.1894025894
101	0.1873736924
102	0.1847155153
103	0.1824307883
104	0.1799132892
105	0.1773755589
106	0.175232699
107	0.172569588
108	0.1707562008
109	0.1688897596
110	0.1668928917
111	0.165011331
112	0.1633344333
113	0.1611846322
114	0.1596461707
115	0.1576364674
116	0.1559871777
117	0.1540575065
118	0.1523805319
119	0.1505662666
120	0.1488735852
121	0.147181813
122	0.1456079218
123	0.1440133793
124	0.1424432868
125	0.1409552052
126	0.1395090749
127	0.1383358737
128	0.1368753512
129	0.135558018
130	0.1338603193
131	0.1326574096
132	0.1315301298
133	0.1303357093
134	0.1291682769
135	0.1278718724
136	0.1266524125
137	0.1251512404
138	0.1241449111
139	0.1227884424
140	0.1217029112
141	0.12067047
142	0.1197550417
143	0.1185881316
144	0.1173642545
145	0.1160634147
146	0.1151698725
147	0.1142895175
148	0.1131590304
149	0.1121818825
150	0.1112097498
151	0.1099853443
152	0.1089457138
153	0.1081566394
154	0.1070507975
155	0.1062742798
156	0.1054429479
157	0.1045309229
158	0.103323485
159	0.1020630576
160	0.1012321329
161	0.1005952541
162	0.09963851201
163	0.09874374012
164	0.09805465541
165	0.09729595854
166	0.09648577601
167	0.09571779404
168	0.09505487035
169	0.09423117143
170	0.0935676241
171	0.09281445383
172	0.09208447617
173	0.09150028515
174	0.09087574307
175	0.0902245554
176	0.08946459691
177	0.08877444186
178	0.08792010704
179	0.08725721154
180	0.0866130625
181	0.08585578465
182	0.08530465378
183	0.08476010422
184	0.08413782167
185	0.08353649107
186	0.08307960715
187	0.08247935226
188	0.08192221611
189	0.08135019831
190	0.08083516662
191	0.08028382838
192	0.07979894259
193	0.0790407482
194	0.07852398818
195	0.07804023396
196	0.07756339137
197	0.07700683019
198	0.07657584548
199	0.07605850872
200	0.07564987216
201	0.07523258404
202	0.0746983658
203	0.07415529484
204	0.07372926286
205	0.07325502709
206	0.07272673453
207	0.07228981913
208	0.07165328036
209	0.07127516802
210	0.07083234469
211	0.07039413882
212	0.06998219506
213	0.06959034773
214	0.06916340074
215	0.06880883535
216	0.06835386074
217	0.06797193149
218	0.06739854074
219	0.06700743508
220	0.0666353419
221	0.06623197868
222	0.06594645282
223	0.06539241994
224	0.06503529439
225	0.06472669801
226	0.06436629839
227	0.06400612404
228	0.06368295136
229	0.06325070568
230	0.06288426763
231	0.06256800784
232	0.06223527848
233	0.06186660595
234	0.06141587038
235	0.06115484362
236	0.06084733293
237	0.06054314979
238	0.06016668035
239	0.05985041125
240	0.05950521482
241	0.05924331968
242	0.05890496221
243	0.05857425635
244	0.05829036145
245	0.05796222457
246	0.05765048735
247	0.0572974455
248	0.05696407567
249	0.05666220882
250	0.05640686523
251	0.05616977311
252	0.05592859205
253	0.05563908135
254	0.05538075021
255	0.05506654398
256	0.05480176648
257	0.05452522212
258	0.0543070282
259	0.054058619
260	0.05382947822
261	0.05360269622
262	0.0532774926
263	0.05304216748
264	0.05278960076
265	0.05252012891
266	0.05225734958
267	0.05192780846
268	0.05159100099
269	0.05133922011
270	0.05102168376
271	0.05075166704
272	0.05049532683
273	0.05027890208
274	0.05003889334
275	0.0498257611
276	0.04963692657
277	0.04939210546
278	0.04920944597
279	0.04899210518
280	0.0487740828
281	0.04859279924
282	0.04832920401
283	0.04804521888
284	0.04781530933
285	0.04761958861
286	0.04740462988
287	0.04719020351
288	0.04697773453
289	0.0468148799
290	0.04661737739
291	0.04642298111
292	0.04619032536
293	0.04599282246
294	0.04583496457
295	0.04553553563
296	0.04532807167
297	0.0451391667
298	0.04495455133
299	0.04476662229
300	0.04460708243
301	0.04441726239
302	0.04425683205
303	0.04407869621
304	0.04388080062
305	0.04370312959
306	0.04344451353
307	0.04329372853
308	0.04303987342
309	0.04287122644
310	0.04267446533
311	0.04250411473
312	0.04233950779
313	0.04217173523
314	0.04200534216
315	0.04184764941
316	0.04170454531
317	0.04151736681
318	0.04135998939
319	0.04115679425
320	0.04100344597
321	0.04086584496
322	0.04065475567
323	0.04044768854
324	0.04033524512
325	0.04017836721
326	0.04002752016
327	0.03987183628
328	0.03971738809
329	0.03959430478
330	0.03947460258
331	0.03931692311
332	0.03919863896
333	0.03906441896
334	0.03887458459
335	0.03873176948
336	0.03860773763
337	0.0384629018
338	0.0383319366
339	0.03821709543
340	0.03809203593
341	0.03795045726
342	0.03781707541
343	0.03767850298
344	0.03749909076
345	0.03738451338
346	0.03725206099
347	0.0371167047
348	0.03699614399
349	0.03683039967
350	0.03669028727
351	0.03654307767
352	0.0364412009
353	0.03627285716
354	0.03616776078
355	0.03601095045
356	0.03588494623
357	0.03573277641
358	0.03563184129
359	0.03550747995
360	0.03539685398
361	0.03522218822
362	0.03510559128
363	0.03495580856
364	0.03481964604
365	0.03468005081
366	0.0345618852
367	0.03441653135
368	0.03429382985
369	0.03418095796
370	0.03408481783
371	0.03398925069
372	0.03387620577
373	0.03377353428
374	0.03368107942
375	0.03356938003
376	0.03346441165
377	0.03337568842
378	0.03326880821
379	0.03312762631
380	0.03303812438
381	0.03293139013
382	0.03281968974
383	0.0327192459
384	0.03261987953
385	0.03251409894
386	0.03242450198
387	0.03232351664
388	0.03222043941
389	0.03212042538
390	0.03203292061
391	0.03191705313
392	0.03183367961
393	0.03173600662
394	0.03164025432
395	0.03154996532
396	0.03146760153
397	0.03133809204
398	0.03123426117
399	0.03115141064
400	0.03105525004
401	0.03096276166
402	0.0308725602
403	0.03077809753
404	0.0306864325
405	0.03059312116
406	0.03051194729
407	0.03043573313
408	0.03030398721
409	0.03019566734
410	0.03010728974
411	0.03001415185
412	0.02993274299
413	0.02985080756
414	0.02976942982
415	0.02968212319
416	0.02959368807
417	0.02951444633
418	0.02944477281
419	0.02936153269
420	0.02927586275
421	0.02919898411
422	0.02907722846
423	0.02898578944
424	0.02890392345
425	0.02882359023
426	0.02874525144
427	0.02865922296
428	0.02859340719
429	0.02851368477
430	0.02843195626
431	0.02836717062
432	0.0282635393
433	0.02816943844
434	0.02806722259
435	0.02797591205
436	0.02789782964
437	0.02782084164
438	0.02774361816
439	0.02767992216
440	0.02756564094
441	0.02748796144
442	0.02741450733
443	0.02734891487
444	0.02727345499
445	0.02720106435
446	0.0271287852
447	0.02707003001
448	0.02699677632
449	0.02693161935
450	0.02686135025
451	0.02677706064
452	0.02671935951
453	0.0266498578
454	0.02657769331
455	0.02647576771
456	0.02640714157
457	0.02633403972
458	0.0262645763
459	0.02620900689
460	0.02610374402
461	0.0260390538
462	0.02596222466
463	0.0259004039
464	0.02584202311
465	0.02577037959
466	0.02571389288
467	0.02564432992
468	0.02558315085
469	0.02551784382
470	0.0254356735
471	0.02534935805
472	0.02528453214
473	0.02521697461
474	0.02514256965
475	0.02508089635
476	0.02501743145
477	0.02494289578
478	0.02488795366
479	0.02483045287
480	0.02477010858
481	0.02472043831
482	0.02465939571
483	0.02459025157
484	0.02453744664
485	0.02448867474
486	0.02443351097
487	0.02436538599
488	0.02430962772
489	0.02425257371
490	0.0241925998
491	0.02413489548
492	0.02407620068
493	0.02401878442
494	0.02397006739
495	0.02391982278
496	0.02386316918
497	0.02380618835
498	0.02375403868
499	0.02370080017
500	0.02362734181
501	0.02358017151
502	0.023527158
503	0.02347719414
504	0.02340856824
505	0.02335809264
506	0.02330271723
507	0.02324511743
508	0.02319531859
509	0.02314207078
510	0.02307619116
511	0.02302709807
512	0.0229751086
513	0.02291533348
514	0.02286491306
515	0.02281669885
516	0.02274665196
517	0.0226704775
518	0.02261289045
519	0.02256042085
520	0.02251728354
521	0.02245424828
522	0.02239472792
523	0.02233447745
524	0.02227714917
525	0.02222880142
526	0.02217514292
527	0.02213340631
528	0.02206675962
529	0.02199494059
530	0.02194614501
531	0.02188918987
532	0.02183071137
533	0.02176221408
534	0.02171655751
535	0.02167503662
536	0.02162712146
537	0.02158050237
538	0.02153953583
539	0.02149234975
540	0.02145258065
541	0.02140643332
542	0.02134484435
543	0.02128327458
544	0.0212398466
545	0.02120007956
546	0.02114065032
547	0.02109513721
548	0.02104982989
549	0.02099790839
550	0.02095559227
551	0.0209152116
552	0.02087289988
553	0.02080585446
554	0.02076564177
555	0.02072105194
556	0.02067071714
557	0.0206138557
558	0.02056864378
559	0.02051911279
560	0.02047729129
561	0.020434275
562	0.02039864667
563	0.02035606936
564	0.02032202148
565	0.02028106267
566	0.0202349836
567	0.02019690062
568	0.02014184534
569	0.02008166613
570	0.02001946583
571	0.01998649862
572	0.01994454822
573	0.01990766411
574	0.0198607575
575	0.01982399266
576	0.01978686881
577	0.01974014311
578	0.01970681432
579	0.01967057677
580	0.01963441501
581	0.01959450562
582	0.0195487141
583	0.01951162941
584	0.01947104284
585	0.01943065859
586	0.01939395642
587	0.0193588771
588	0.01931768779
589	0.01926217868
590	0.01922519275
591	0.01918575121
592	0.01914173655
593	0.01910453665
594	0.01905714605
595	0.01901843622
596	0.01897991485
597	0.0189376254
598	0.01888548036
599	0.01884764499
600	0.01881156434
601	0.01877788746
602	0.0187356493
603	0.01869599509
604	0.01865775259
605	0.0186142257
606	0.01857957304
607	0.01854849826
608	0.01850619022
609	0.01847451507
610	0.01842826135
611	0.01839648613
612	0.01836598545
613	0.01832080551
614	0.01828833978
615	0.01825428004
616	0.01821224002
617	0.0181798498
618	0.0181472521
619	0.01811512793
620	0.01808520349
621	0.01805160701
622	0.01800669027
623	0.0179761435
624	0.0179323602
625	0.01789885575
626	0.01786806943
627	0.01783356072
628	0.01780145589
629	0.01777305594
630	0.01774104047
631	0.01771148248
632	0.01767091263
633	0.01764158454
634	0.01761478824
635	0.01757987778
636	0.01755084937
637	0.01752532262
638	0.01749139877
639	0.01746218098
640	0.01743107595
641	0.01738949259
642	0.01736433693
643	0.01732716122
644	0.01729198941
645	0.01726195409
646	0.01723118275
647	0.01719792653
648	0.01715673679
649	0.01713232116
650	0.0170914749
651	0.01706164411
652	0.01703425303
653	0.01700890727
654	0.01698044017
655	0.01694867813
656	0.01692286448
657	0.01689868901
658	0.01686924956
659	0.01684196878
660	0.01681272766
661	0.01678086668
662	0.01675234835
663	0.01672599107
664	0.01668812142
665	0.01665390184
666	0.01661989681
667	0.01659166349
668	0.01656984522
669	0.01654362085
670	0.01651783199
671	0.01649212671
672	0.01646954357
673	0.0164442767
674	0.01641712519
675	0.01638909968
676	0.01635834739
677	0.01633524526
678	0.01630570203
679	0.01627720733
680	0.01625022167
681	0.01621447153
682	0.0161793272
683	0.01615463518
684	0.01613270925
685	0.0161006488
686	0.01607519732
687	0.01604788732
688	0.01602313043
689	0.01599792154
690	0.01597613995
691	0.01595309407
692	0.01592682726
693	0.0159053799
694	0.01587526889
695	0.01585562506
696	0.01583467885
697	0.01580851784
698	0.01578272715
699	0.015759788
700	0.01573457998
701	0.01571400084
702	0.01569348095
703	0.01566873484
704	0.01563923193
705	0.01561358465
706	0.01558430873
707	0.01556144638
708	0.01553159528
709	0.01550355845
710	0.01547441408
711	0.01544817317
712	0.0154157188
713	0.01538464513
714	0.01536083219
715	0.01532846403
